mapping_id,action_id,action_name,action_definition,sector,component,eligibility,eligibility_rationale,mapping_indicator_ids,mapping_indicator_names,indicator_evidence_coverage,effectiveness_class,source_sufficiency,time_horizon,maladaptation_flag,assessment_basis,screening_status,screened_source_count,mapping_review_status,mapping_review_note,evidence_id,source_id,source_title,source_url,pdf_page,printed_page,quote_verbatim,evidence_grounding_status,evidence_grounding_note,evidence_indicator_ids,evidence_indicator_names,direction,quantified_value,support_scope,maladaptation_signal,evidence_review_status,evidence_review_note
map_16bc68b2fc702312,icare_0165,Develop an Environmental Education Plan,"Design and implement a comprehensive environmental education plan that fosters climate literacy and awareness across schools, communities, and the media. Municipal governments can organize workshops, awareness campaigns, and nature-based activities such as tree planting to reconnect residents with their environment. The plan should integrate themes of climate change, adaptation, mitigation, and climate justice, with particular attention to youth, women, and vulnerable groups. By embedding equity and inclusion, cities can strengthen long-term engagement and empower communities to take part in climate action.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_f842caf632f68561,icare_0169,Establish a Plan for Preparation and Emergency Response Measures in the event of extreme weather events,"This action focuses on preparing the municipality to respond to extreme events, aiming to provide a rapid response that minimizes the impacts on the population.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_c0a02035e254f5ec,icare_0169,Establish a Plan for Preparation and Emergency Response Measures in the event of extreme weather events,"This action focuses on preparing the municipality to respond to extreme events, aiming to provide a rapid response that minimizes the impacts on the population.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_d6f2a9616202c470,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,"The priority of this action is to build safe housing and implement urban rehabilitation projects for the population living in areas prone to landslides and flooding, as the housing deficit is one of the main factors related to these threats. This will be implemented through the construction of new housing units in safe locations for family resettlement, and infrastructure upgrades like slope stabilization and improved drainage systems within vulnerable communities.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,>10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_a0c78d78f41f6ce5,icare_0170,Build safe housing and implement urban rehabilitation projects for populations living in high-risk areas,"The priority of this action is to build safe housing and implement urban rehabilitation projects for the population living in areas prone to landslides and flooding, as the housing deficit is one of the main factors related to these threats. This will be implemented through the construction of new housing units in safe locations for family resettlement, and infrastructure upgrades like slope stabilization and improved drainage systems within vulnerable communities.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,>10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_05d03c5e111c5297,icare_0171,"Improve the hydrometeorological forecasting, monitoring, and alert system for climate risks","This action aims to expand the procedures related to the existing climate risk forecasting, monitoring, and alert system in the municipality.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_196fbac54dfd30b2,icare_0171,"Improve the hydrometeorological forecasting, monitoring, and alert system for climate risks","This action aims to expand the procedures related to the existing climate risk forecasting, monitoring, and alert system in the municipality.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_df424127717a83e0,icare_0172,Develop and implement the Municipal Risk Reduction Plan (PMRR) and identify population groups vulnerable to climate risks.,"This action aims to strengthen the development of the Municipal Risk Reduction Plan (PMRR) in the municipality, as it is a highly relevant tool for managing climate risks, especially river floods and landslides.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_f33f547c5671fd95,icare_0172,Develop and implement the Municipal Risk Reduction Plan (PMRR) and identify population groups vulnerable to climate risks.,"This action aims to strengthen the development of the Municipal Risk Reduction Plan (PMRR) in the municipality, as it is a highly relevant tool for managing climate risks, especially river floods and landslides.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_5b362c81f248f669,icare_0173,Preventive maintenance of drainage systems,"Regular upkeep and cleaning of urban drainage systems, including storm drains, sewers, and retention basins, to ensure efficient water flow and prevent blockages that can lead to flooding during heavy rainfall events.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_94ddbda07030d787,icare_0173,Preventive maintenance of drainage systems,"Regular upkeep and cleaning of urban drainage systems, including storm drains, sewers, and retention basins, to ensure efficient water flow and prevent blockages that can lead to flooding during heavy rainfall events.",biodiversity,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_d2eee545d6ebfd19,icare_0176,Develop a Climate Action Plan,"A comprehensive plan outlining a city's strategies and actions to mitigate greenhouse gas emissions and adapt to the impacts of climate change which typically includes an assessment of the city's climate risks and vulnerabilities, setting emission reduction targets, and implementation of actions across various sectors such as energy, transportation, waste management, and urban planning.",biodiversity,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Biodiversity vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
