id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
38,CHL_ED_045,Programas Estratégicos de Desarrollo (107),CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Podría ampliarse el financiamiento de un programa o proyecto que beneficie una línea de en | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Para el financiamiento o cofinanciamiento de programas o proyectos de emprendimiento o de fomento, respectivam | Con alcance desde la política pública y dependiente de decisión polí | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 4.339 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,33,Son lo mismo
39,CHL_ED_046,Emprendimiento (118),CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Para el financiamiento o cofinanciamiento de programas o proyectos de emprendimiento o de fomento, respectivam | Con alcance desde la política pública y dependiente de decisión polí | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 25.046 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,34,Son lo mismo
40,CHL_ED_047,Transferencia Tecnológica (121),CORFO,national_government,technical_assistance,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 16.074 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,35,Son lo mismo
41,CHL_ED_048,Programa de Apoyo a la Competitividad (122),CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Para el financiamiento o cofinanciamiento de programas o proyectos de emprendimiento o de fomento, respectivam | Con alcance desde la política pública y dependiente de decisión polí | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 717 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,36,Son lo mismo
42,CHL_ED_049,A Otras Entidades Públicas (03) Comités varios (ej. Agencia de Sustentabilidad y Cambio Climático/ Comité Sistema de Empresa,CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy – Industry",energy,recurring,No especificado,No especificado,ACTOR_CORFO,- Vínculo ED: Financiamiento podría incluir energía distrital ; - Barrera: Mercado inmaduro,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx,,
43,CHL_ED_050,"De fomento (04), Refinanciamiento Créditos PYMES (002)",CORFO,national_government,loan,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 129.390 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,37,Son lo mismo
44,CHL_ED_051,"De fomento (04), Fondos y Sociedades de Inversión (003)",CORFO,national_government,equity,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Préstamos a fondos de inversión y de garantía creados al amparo de las Leyes Nº 20.712, Nº 20.720 y Nº 20.179 | no creo estos proyectos califiquen como de alto riesgo / alto retorno | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 48.619 MM$. | monto: 14.407 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,38,Son lo mismo
45,CHL_ED_052,"Al sector privado (01), Programa Formación para la Competitividad (018)",CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 957 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,39,Son lo mismo
46,CHL_ED_053,"Al sector privado (01), Programas de Fomento (090)",CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Falta de capacidad técnica en organismos incumbentes | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 1.767 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,40,Son lo mismo
47,CHL_ED_054,"Al sector privado (01), Programas Estratégicos de Desarrollo (107)",CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 1.338 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,41,Son lo mismo
48,CHL_ED_055,"Al sector privado (01), Emprendimiento (118)",CORFO,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 3.206 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,42,Son lo mismo
49,CHL_ED_056,"Al sector privado (01), Transferencia Tecnológica (121)",CORFO,national_government,technical_assistance,Chile national,"public_agency, private","Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Para el financiamiento o cofinanciamiento de programas o proyectos de emprendimiento o de fomento, respectivam | Con alcance desde la política pública y dependiente de decisión polí | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 3.784 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,43,Son lo mismo
50,CHL_ED_057,"A Otras Entidades Públicas (03), Comité Hidrógeno Verde (421)",CORFO,national_government,grant,Chile national,"public_agency, private",Stationary Energy – Energy Supply,energy,recurring,No especificado,No especificado,ACTOR_CORFO,- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Mercado inmaduro | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 886 MM$.,2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,44,Son lo mismo
51,CHL_ED_058,"De Fomento (04), Refinanciamiento Verde Sustentable (002)",CORFO,national_government,loan,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,ACTOR_CORFO,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Alta percepción de riesgo de inversionistas y desarrolladores | Poco aplicable, me imagino estos proyectos no son financiables por banca. Desconozco si son aplicables para financiamiento de otras instituciones (AGF, Banca Etica, otros prestamis | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 46.842 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,45,Son lo mismo
53,CHL_ED_060,"Subt 24. Al sector privado (01), Programa Dirigido a Grupos de Empresas Asociatividad (133)",SERCOTEC,national_government,grant,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy – Industry",energy,recurring,No especificado,No especificado,No especificado,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Sectores económicos no lo promueven (inmobiliarios/desarrolladores) | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 7.184 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,46,Son lo mismo
54,CHL_ED_061,"Subt 24. Al sector privado (01), Innovación Empresarial (005)",Comité Innova Chile,national_government,grant,Chile national,"public_agency, private","Stationary Energy – Commercial/Public Buildings, Stationary Energy – Energy Supply, Stationary Energy – Industry, Stationary Energy","buildings, energy, cross_sector",recurring,No especificado,https://www.bcn.cl/leychile/navegar?i=1136119&f=2019-09-16,No especificado,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Falta de proyectos piloto | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 18.110 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,47,Son lo mismo
55,CHL_ED_062,"Subt 24. Al sector privado (01), Fomento de la Ciencia y la Tecnología (006)",Comité Innova Chile,national_government,grant,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,No especificado,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Falta de conocimiento de ED en usuarios finales | Poco aplicable, es una transferencia al centro nacional de pilotaje y no hay información de su continuidad. | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 8.647 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,48,Son lo mismo
56,CHL_ED_063,"Subt 24. Al sector privado (01), Crea y Valida Innovación (009)",Comité Innova Chile,national_government,grant,Chile national,private,"Stationary Energy – Energy Supply, Stationary Energy","energy, cross_sector",recurring,No especificado,No especificado,No especificado,"- Vínculo ED: Financiamiento podría incluir energía distrital | - Barrera: Falta de proyectos piloto | Con alcance desde la política pública y dependiente de decisión política, puede justificarse como fomento de industria prioritaria. Posiblemente ya este asignado asi que deb | Tabla 2.1 | tipo original: Transferencias Corrientes | monto: 6.036 MM$.",2026-03-19,B1. Copy of Programas de Financiamiento - informe 2.xlsx | B3. Copy of ODEPA Financiamiento Medidas de Mitigación.xlsx | I10. Copy of 23071 Informe final v2 - issued.docx,144,Son lo mismo
